file_path,line_number,type,severity,description
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultOrmQueryEngine.java,141,BUG,MAJOR,"A ""NullPointerException"" could be thrown; ""result"" is nullable here."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DtoQueryIterator.java,34,BUG,MINOR,"Add a ""NoSuchElementException"" for iteration beyond the end of the collection."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/LimitOffsetPagedList.java,94,BUG,MAJOR,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/SqlTreeBuilder.java,687,BUG,MAJOR,"A ""NullPointerException"" could be thrown; ""parentJoin"" is nullable here."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/querydefn/DefaultOrmQuery.java,258,BUG,MAJOR,"Change this condition so that it does not always evaluate to ""false"""
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/querydefn/DefaultOrmQuery.java,1559,BUG,MINOR,"This method's return value is marked ""@Nonnull via meta-annotation"" but null is returned."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/querydefn/OrmQueryDetail.java,120,BUG,MINOR,"This class overrides ""hashCode()"" and should therefore also override ""equals()""."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/transaction/JtaTransaction.java,38,BUG,MAJOR,"Change this condition so that it does not always evaluate to ""false"""
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/transaction/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/transaction/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/DefaultTypeManager.java,210,BUG,MAJOR,"Use an ""instanceof"" comparison instead."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/ScalarTypeWrapper.java,154,BUG,CRITICAL,"Refactor this getter so that it actually refers to the field ""scalarType""."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/SimpleAesEncryptor.java,35,VULNERABILITY,CRITICAL,"Use a dynamically-generated, random IV."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/SimpleAesEncryptor.java,48,VULNERABILITY,CRITICAL,Use another cipher mode or disable padding.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/SimpleAesEncryptor.java,67,VULNERABILITY,CRITICAL,Use another cipher mode or disable padding.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/UtilDateParser.java,9,BUG,MAJOR,"Make ""dateTimeProto"" an instance variable."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/type/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/util/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/util/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/util/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/util/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
